step,wall_time,value
500,1754815777.7189898,-30.35603904724121
1000,1754815781.78149,-1.3711426258087158
1500,1754815785.752015,-30.71817970275879
2000,1754815787.4546173,-4.111665725708008
2500,1754815789.908438,-0.8007951974868774
3000,1754815791.1537178,-0.057544708251953125
3500,1754815792.2656791,-4.799160003662109
4000,1754815794.2225149,-3.4562387466430664
4500,1754815797.1941729,-152.39186096191406
5000,1754815801.73869,-0.660515546798706
5500,1754815803.7120047,-2.0997183322906494
6000,1754815804.566428,-40.94839096069336
6500,1754815806.043981,0.8668841123580933
7000,1754815808.4550407,-5.0395402908325195
7500,1754815809.288086,0.14127963781356812
8000,1754815810.2411213,-2.13334321975708
8500,1754815812.1589453,-4.480139255523682
9000,1754815814.4751062,-14.620429992675781
9500,1754815817.1841645,0.9269576072692871
10000,1754815821.5380993,-0.24179339408874512
10500,1754815823.4930458,-0.12894177436828613
11000,1754815825.5205357,-1.575779676437378
11500,1754815827.7688663,-0.15426421165466309
12000,1754815828.9480162,-0.587607741355896
12500,1754815829.9742558,-0.44091975688934326
13000,1754815832.0105855,-69.79627990722656
13500,1754815833.767929,-15.254375457763672
14000,1754815834.881055,0.25882577896118164
14500,1754815838.4988887,-1054.06005859375
15000,1754815842.254838,-0.041088223457336426
15500,1754815844.838626,-0.6265910863876343
16000,1754815847.9660952,0.08562076091766357
16500,1754815852.808756,-0.028305888175964355
17000,1754815854.6951,-5.706711769104004
17500,1754815855.5402942,-62.519161224365234
18000,1754815856.414384,-1.227853536605835
18500,1754815858.5826678,-167.27630615234375
19000,1754815860.5577345,-164.26100158691406
19500,1754815861.8179123,-75.9675521850586
20000,1754815870.2069173,-4787.0302734375
20500,1754815871.0371826,0.2856627106666565
21000,1754815874.2240274,-272.1193542480469
21500,1754815878.1831183,-8.062093734741211
22000,1754815880.1475205,-5.4516119956970215
22500,1754815883.1805487,0.033822596073150635
23000,1754815887.0052867,-6663.6279296875
23500,1754815890.2960098,-14.82771110534668
24000,1754815891.593854,-0.09643888473510742
24500,1754815893.5078073,0.18803155422210693
25000,1754815895.9626386,-0.0781562328338623
25500,1754815897.8565643,0.1868140697479248
26000,1754815901.123803,0.27869153022766113
26500,1754815902.7578866,-0.02093338966369629
27000,1754815904.696579,-0.9421504735946655
27500,1754815906.1494184,0.7473748326301575
28000,1754815906.9614003,0.049807071685791016
28500,1754815907.7552927,0.7161504030227661
29000,1754815909.2005796,-4.656778335571289
29500,1754815912.0843065,0.8157603144645691
30000,1754815917.8570468,0.08384513854980469
30500,1754815920.1079097,-0.47329699993133545
31000,1754815921.1670828,0.09010958671569824
31500,1754815923.0381093,0.17361235618591309
32000,1754815926.3441694,-3.1704602241516113
32500,1754815928.7704465,0.9304272532463074
33000,1754815929.6167164,0.1974712610244751
33500,1754815930.6244977,0.12013876438140869
34000,1754815934.0290444,-1.2817564010620117
34500,1754815937.2054453,0.6973412036895752
35000,1754815940.0347393,0.802829384803772
35500,1754815943.635494,0.992949366569519
36000,1754815946.1617436,0.5739459991455078
36500,1754815948.9661806,-1.4592862129211426
37000,1754815950.2667189,0.1351630687713623
37500,1754815952.8476243,-1.504047155380249
38000,1754815954.5462651,0.8278231024742126
38500,1754815956.8821065,-4.792160511016846
39000,1754815959.3143518,0.9935431480407715
39500,1754815960.232644,0.30844318866729736
40000,1754815967.4566717,0.08673250675201416
40500,1754815970.3994455,0.39906883239746094
41000,1754815972.8334692,0.9354298114776611
41500,1754815973.8545203,0.18748116493225098
42000,1754815975.6747327,0.5766726732254028
42500,1754815978.6537387,0.8965015411376953
43000,1754815982.2137084,0.479264497756958
