Wall time,Step,Value
1754816631.8244858,500,0.0
1754816633.3637853,1000,0.09804250299930573
1754816634.196344,1500,0.06536166369915009
1754816634.9587324,2000,0.30954301357269287
1754816636.2317433,2500,0.21299684047698975
1754816637.9949088,3000,0.182874858379364
1754816639.2566807,3500,0.16001549363136292
1754816640.0834794,4000,0.14223599433898926
1754816640.871406,4500,0.11827363818883896
1754816642.2547002,5000,0.10841750353574753
1754816644.0181828,5500,0.10007768869400024
1754816645.112661,6000,0.09292928874492645
1754816645.9006157,6500,0.10452774912118912
1754816646.686582,7000,0.09874200075864792
1754816648.2022128,7500,0.09325633198022842
1754816649.9941707,8000,0.1125650554895401
1754816650.9337769,8500,0.1303756684064865
1754816651.741054,9000,0.12444949895143509
1754816652.514655,9500,0.12063717097043991
1754816657.640189,10000,0.11571816354990005
1754816658.5639014,10500,0.16518652439117432
1754816660.6468754,11000,1.0929067134857178
1754816662.0613868,11500,1.0524287223815918
1754816662.8045154,12000,1.014841914176941
1754816663.5827594,12500,0.9471858143806458
1754816664.6664855,13000,0.9166314005851746
1754816666.4406016,13500,0.8879866600036621
1754816667.8327997,14000,0.8610780239105225
1754816668.5935512,14500,0.8607435822486877
1754816669.3318472,15000,0.8368340730667114
1754816670.5545866,15500,0.846676766872406
1754816672.3306704,16000,0.8245969414710999
1754816673.5976186,16500,0.8236081004142761
1754816674.3746064,17000,0.8077754974365234
1754816675.17937,17500,0.7949090600013733
1754816676.566132,18000,0.8229886293411255
1754816678.8849375,18500,0.9439319968223572
1754816680.4053473,19000,0.9806118011474609
1754816681.1876237,19500,1.0644582509994507
1754816688.3664534,20000,1.080734133720398
1754816689.7765083,20500,1.0860722064971924
1754816692.7312837,21000,1.1189275979995728
1754816695.265409,21500,1.4637798070907593
1754816696.6638057,22000,1.765134334564209
1754816697.5356026,22500,2.903177261352539
1754816698.4617324,23000,2.8503921031951904
1754816700.810682,23500,2.8081414699554443
1754816703.030652,24000,2.77410626411438
1754816703.9274206,24500,2.849238157272339
1754816704.8013322,25000,2.801750898361206
1754816705.992375,25500,2.756552219390869
1754816707.82834,26000,2.7442684173583984
1754816709.6592267,26500,2.6585099697113037
1754816711.29263,27000,2.631018877029419
1754816713.1704817,27500,2.5911548137664795
1754816714.7758114,28000,2.5526914596557617
1754816715.6452112,28500,2.4798696041107178
1754816716.558903,29000,2.4444427490234375
1754816718.4668682,29500,2.8460564613342285
1754816724.6378763,30000,3.236605167388916
1754816727.0998802,30500,3.203401565551758
1754816728.6880214,31000,3.1601123809814453
1754816729.5892947,31500,3.1179773807525635
1754816730.5531032,32000,3.0796849727630615
1754816732.9629192,32500,3.0008137226104736
1754816735.1792278,33000,2.9677939414978027
1754816736.5619743,33500,2.930732488632202
1754816737.4548674,34000,3.5605123043060303
1754816739.2061582,34500,4.68339729309082
1754816741.8989778,35000,4.628144264221191
1754816744.7891,35500,4.891774654388428
1754816747.1024506,36000,5.324955940246582
1754816748.351112,36500,5.696937561035156
1754816749.2298422,37000,6.188961982727051
1754816750.4463484,37500,6.603974342346191
1754816752.778882,38000,6.6285319328308105
1754816754.7082996,38500,6.598153114318848
1754816755.4936838,39000,6.551395416259766
1754816756.264949,39500,6.4834794998168945
1754816762.683658,40000,8.501543998718262
1754816763.569488,40500,8.943248748779297
1754816765.4683764,41000,8.929654121398926
