Wall time,Step,Value
1754814792.9609504,500,7.659341812133789
1754814794.1401787,1000,6.527690887451172
1754814795.8447304,1500,4.352597236633301
1754814798.282925,2000,5.541065692901611
1754814799.4490817,2500,3.8877553939819336
1754814800.3362985,3000,3.3323616981506348
1754814802.6960027,3500,8.917977333068848
1754814804.6883838,4000,7.927090644836426
1754814806.0034032,4500,6.4858012199401855
1754814809.5564234,5000,5.945318222045898
1754814810.8058982,5500,5.487985610961914
1754814811.7850716,6000,5.095986843109131
1754814813.6642876,6500,4.458988666534424
1754814816.0176532,7000,4.198048114776611
1754814817.1172798,7500,4.179155349731445
1754814818.2592263,8000,3.959199905395508
1754814820.0558012,8500,3.713057518005371
1754814821.7638907,9000,3.5442821979522705
1754814822.7028234,9500,4.4337921142578125
1754814827.951599,10000,4.978805065155029
1754814828.7587638,10500,4.7796525955200195
1754814830.2891233,11000,4.59581995010376
1754814832.1587296,11500,4.50636100769043
1754814833.4182377,12000,4.8862128257751465
1754814834.2534387,12500,10.453789710998535
1754814835.5356157,13000,10.116570472717285
1754814837.5088549,13500,17.273162841796875
1754814838.7732196,14000,18.513246536254883
1754814839.533494,14500,20.943464279174805
1754814840.3411536,15000,21.346967697143555
1754814841.8558085,15500,20.775440216064453
1754814843.7842908,16000,20.22884750366211
1754814846.0087416,16500,19.30775260925293
1754814848.6926513,17000,18.847705841064453
1754814849.6681774,17500,18.399057388305664
1754814850.6865306,18000,18.098636627197266
1754814852.919988,18500,17.294395446777344
1754814854.595405,19000,16.91849136352539
1754814855.4091315,19500,16.601953506469727
1754814860.6341765,20000,17.549901962280273
1754814861.414724,20500,19.487123489379883
1754814862.77834,21000,19.73419189453125
1754814866.1026337,21500,20.08367919921875
1754814867.764261,22000,21.72284507751465
1754814869.0512822,22500,25.171524047851562
1754814871.830862,23000,28.250137329101562
1754814874.9318314,23500,28.582651138305664
1754814877.4238596,24000,29.726634979248047
1754814878.4246683,24500,31.340232849121094
1754814879.385922,25000,32.18805694580078
1754814882.122382,25500,32.786964416503906
1754814883.6027224,26000,33.3106803894043
1754814884.5566642,26500,34.587711334228516
1754814886.5714357,27000,34.072486877441406
1754814889.107094,27500,34.50411605834961
1754814890.6521878,28000,35.47389602661133
1754814891.5317163,28500,36.55547332763672
1754814893.1469316,29000,39.204246520996094
1754814895.6070294,29500,41.28144454956055
1754814901.4102988,30000,44.15406036376953
1754814902.505483,30500,45.241031646728516
1754814903.488801,31000,47.873992919921875
1754814905.9315443,31500,48.29799270629883
1754814907.6179187,32000,48.24148941040039
1754814909.0048115,32500,47.87468338012695
1754814911.5815635,33000,48.99412155151367
1754814914.0174747,33500,48.97788619995117
1754814914.935483,34000,50.32005310058594
1754814916.0119548,34500,55.08197784423828
1754814918.3852637,35000,57.21727752685547
1754814920.678945,35500,56.697879791259766
1754814921.5663772,36000,57.41910171508789
1754814922.4438972,36500,58.25288009643555
1754814923.956934,37000,58.57331085205078
1754814925.9573448,37500,59.239471435546875
1754814927.0768883,38000,59.43867111206055
1754814928.020119,38500,61.85348892211914
1754814929.6362474,39000,61.899662017822266
1754814931.8567548,39500,64.36831665039062
1754814938.2812383,40000,64.02096557617188
1754814939.983878,40500,63.972320556640625
1754814942.3046403,41000,63.969112396240234
1754814943.290576,41500,64.81926727294922
1754814944.1954522,42000,65.53465270996094
1754814945.910227,42500,69.33365631103516
