Wall time,Step,Value
1754816188.5032694,93500,115.30380249023438
1754816190.5449603,94000,115.3472900390625
1754816193.0869277,94500,115.23145294189453
1754816195.8312395,95000,116.20734405517578
1754816197.7399454,95500,117.00837707519531
1754816200.4423451,96000,119.9317398071289
1754816202.180551,96500,121.22096252441406
1754816204.8061802,97000,119.41069030761719
1754816205.815903,97500,120.07707977294922
1754816206.9302938,98000,121.79216766357422
1754816209.9533374,98500,123.74739074707031
1754816213.5435195,99000,124.6280517578125
1754816219.0116925,99500,124.50077819824219
1754816227.0101917,100000,124.59679412841797
1754816229.223955,100500,125.01567077636719
1754816232.1655812,101000,124.89918518066406
1754816234.853488,101500,123.49100494384766
1754816236.5286682,102000,120.54108428955078
1754816238.6199534,102500,122.1168441772461
1754816239.6983817,103000,124.20964813232422
1754816240.459746,103500,123.35657501220703
1754816241.2501702,104000,124.64614868164062
1754816242.929656,104500,124.84539794921875
1754816244.8279521,105000,125.01824951171875
1754816245.7281675,105500,122.37471008300781
1754816246.6268694,106000,122.44075775146484
1754816247.8810909,106500,123.54502868652344
1754816249.9210637,107000,121.39418029785156
1754816252.0335846,107500,124.22843933105469
1754816253.411205,108000,124.26516723632812
1754816254.350029,108500,120.24787902832031
1754816255.241951,109000,121.5229263305664
1754816257.813366,109500,120.08375549316406
1754816262.584208,110000,120.18415832519531
1754816264.6638258,110500,121.69476318359375
1754816266.1674366,111000,122.71627044677734
1754816269.0512326,111500,123.32068634033203
1754816270.6372108,112000,124.05577087402344
1754816271.7480137,112500,125.33055114746094
1754816275.235808,113000,126.21670532226562
1754816278.7703834,113500,125.98313903808594
1754816282.457694,114000,125.3620376586914
1754816285.7018054,114500,124.82978820800781
1754816288.6078236,115000,125.237548828125
1754816290.7038276,115500,125.14360046386719
1754816293.7127104,116000,123.92359924316406
1754816295.9636853,116500,125.98645782470703
1754816298.386548,117000,123.52291870117188
1754816300.2037892,117500,123.06521606445312
1754816301.0948946,118000,121.95289611816406
1754816301.9809349,118500,123.04393768310547
1754816303.9403298,119000,123.14855194091797
1754816306.1019604,119500,122.23450469970703
1754816311.0006459,120000,122.43037414550781
1754816312.5405545,120500,121.91946411132812
1754816313.3740425,121000,120.73181915283203
1754816314.278721,121500,118.89569854736328
1754816315.6924224,122000,119.27808380126953
1754816317.6793027,122500,114.23897552490234
1754816319.4136205,123000,114.17835235595703
1754816320.3396606,123500,114.76849365234375
1754816322.163077,124000,114.83940124511719
1754816324.1773937,124500,112.48954772949219
1754816327.4122949,125000,112.49324798583984
1754816328.8390946,125500,113.27642822265625
1754816329.6134655,126000,114.67020416259766
1754816330.388737,126500,111.85969543457031
1754816331.7373362,127000,111.50552368164062
1754816333.6258378,127500,110.65103149414062
1754816334.7299068,128000,108.1119384765625
1754816335.4868286,128500,107.61312103271484
1754816336.269801,129000,106.89457702636719
1754816337.876213,129500,107.7032470703125
1754816342.1117947,130000,108.33416748046875
1754816343.7654438,130500,108.0331039428711
1754816345.9408827,131000,107.48677825927734
1754816346.9008734,131500,105.01691436767578
1754816348.8953717,132000,104.53374481201172
1754816350.5491323,132500,104.61202239990234
1754816351.8335035,133000,103.73194885253906
1754816355.2885346,133500,100.55076599121094
1754816356.7640152,134000,99.41573333740234
1754816357.9889822,134500,97.836181640625
1754816360.4384432,135000,96.4289321899414
1754816362.7139363,135500,96.19340515136719
1754816363.9252496,136000,95.69297790527344
1754816366.606417,136500,93.38105010986328
1754816368.267374,137000,92.47162628173828
1754816370.8295586,137500,89.54820251464844
1754816373.138003,138000,88.1025161743164
1754816373.968383,138500,86.8072509765625
1754816374.8896396,139000,86.22679138183594
1754816376.0836341,139500,84.04744720458984
1754816380.923091,140000,83.27526092529297
1754816382.627217,140500,80.9801254272461
1754816384.5007918,141000,78.82034301757812
1754816385.2894192,141500,78.693603515625
1754816386.052465,142000,76.16766357421875
1754816386.810608,142500,74.84247589111328
1754816388.6955667,143000,73.55500030517578
1754816390.3620734,143500,73.28226470947266
1754816391.2216194,144000,70.97164154052734
1754816392.0538397,144500,68.21500396728516
1754816393.1394317,145000,67.23741912841797
1754816394.86292,145500,65.67833709716797
1754816396.3481345,146000,65.54411315917969
1754816397.20579,146500,60.44001388549805
1754816397.964094,147000,60.14361572265625
1754816399.7174532,147500,60.124324798583984
1754816402.095119,148000,57.65385055541992
1754816405.0623333,148500,56.36039733886719
1754816408.163064,149000,52.91559600830078
1754816410.5756052,149500,53.15790557861328
1754816415.2061348,150000,52.953826904296875
1754816417.446947,150500,52.773868560791016
1754816418.4121418,151000,50.18216323852539
1754816419.1796298,151500,49.42728805541992
1754816420.1388586,152000,49.1282958984375
1754816422.1778185,152500,46.22232437133789
1754816423.802578,153000,45.55379867553711
1754816424.5662334,153500,44.81449508666992
1754816425.3745623,154000,42.37034225463867
1754816426.568861,154500,39.55052185058594
1754816428.3600807,155000,38.18311309814453
1754816431.0254774,155500,37.68708419799805
1754816433.1275241,156000,37.66963195800781
1754816433.8776274,156500,35.759910583496094
1754816434.6762722,157000,35.18305587768555
1754816436.0341196,157500,33.932159423828125
1754816438.089946,158000,32.02876281738281
1754816439.1456838,158500,28.91831398010254
1754816439.917558,159000,27.503530502319336
1754816441.6282432,159500,27.38023567199707
1754816448.0408525,160000,23.986202239990234
1754816449.1565216,160500,23.926441192626953
1754816451.3492846,161000,23.68970489501953
1754816453.4863575,161500,22.466598510742188
1754816454.4702382,162000,20.755815505981445
1754816456.4256482,162500,19.785600662231445
1754816458.5809186,163000,20.300806045532227
1754816460.328634,163500,19.825904846191406
1754816461.1768527,164000,19.203710556030273
1754816462.0696642,164500,18.314783096313477
1754816463.4998238,165000,17.278038024902344
1754816465.5547776,165500,16.873798370361328
1754816467.2412312,166000,16.16014289855957
1754816468.075368,166500,14.149439811706543
1754816468.898554,167000,13.306302070617676
1754816471.6357756,167500,11.305180549621582
1754816474.0080028,168000,10.721841812133789
1754816475.4594898,168500,9.85333251953125
1754816476.251364,169000,9.470850944519043
1754816477.1020975,169500,8.396827697753906
1754816483.13447,170000,8.214339256286621
1754816483.9940946,170500,7.392059326171875
1754816486.1314273,171000,7.390560150146484
1754816488.5804229,171500,6.451241970062256
1754816490.7014298,172000,5.527829170227051
1754816491.778459,172500,4.823617935180664
1754816492.7846267,173000,4.718008995056152
1754816494.130753,173500,4.596238613128662
1754816496.7531996,174000,4.331748962402344
1754816499.785367,174500,3.8918704986572266
1754816501.743953,175000,3.887204647064209
1754816502.5658176,175500,3.836805582046509
1754816503.554314,176000,3.8130228519439697
1754816505.799577,176500,3.8082830905914307
1754816508.8025134,177000,3.794872283935547
1754816511.621193,177500,3.730720043182373
1754816512.8187666,178000,3.7278647422790527
1754816515.1204662,178500,3.5865049362182617
1754816516.905388,179000,3.58610463142395
1754816517.8509445,179500,3.5821714401245117
1754816523.4263797,180000,3.5637543201446533
1754816524.703157,180500,3.5609235763549805
1754816526.965171,181000,3.4730255603790283
1754816529.7199705,181500,3.464552164077759
1754816530.7604914,182000,3.402186155319214
1754816531.5756748,182500,3.4000449180603027
1754816532.711909,183000,3.4000449180603027
1754816534.830114,183500,3.4000449180603027
1754816536.2802508,184000,3.4000449180603027
1754816537.5096908,184500,3.4027042388916016
1754816539.474257,185000,3.401031494140625
1754816541.2349992,185500,3.401031494140625
1754816542.2936451,186000,3.4006705284118652
1754816543.0862179,186500,3.3920092582702637
1754816544.8536224,187000,3.392080068588257
1754816547.4320927,187500,3.388540029525757
1754816549.3422341,188000,3.0631282329559326
1754816550.2971358,188500,3.0596461296081543
1754816551.1378632,189000,2.9305994510650635
1754816552.2525823,189500,2.9305994510650635
1754816558.193,190000,2.391291618347168
1754816559.454661,190500,2.3383188247680664
1754816561.233653,191000,2.3357937335968018
1754816562.8452168,191500,1.7889355421066284
1754816563.7397175,192000,1.7881181240081787
1754816564.6766865,192500,1.7848695516586304
1754816567.2921839,193000,1.7771261930465698
1754816569.6419322,193500,1.749411940574646
1754816570.9592314,194000,1.749464988708496
1754816571.7245426,194500,1.5868648290634155
1754816573.6029294,195000,1.5868648290634155
1754816575.5506592,195500,1.5868648290634155
1754816577.3353047,196000,1.5868648290634155
1754816578.1197271,196500,1.5868648290634155
1754816579.0084207,197000,1.5847241878509521
1754816580.4538653,197500,1.5828197002410889
1754816582.1990294,198000,1.7108473777770996
1754816583.9362001,198500,3.2647182941436768
1754816584.7097816,199000,3.2647182941436768
1754816585.5029871,199500,3.2646944522857666
1754816590.561749,200000,3.2642574310302734
1754816591.3455856,200500,3.2639412879943848
1754816592.408075,201000,3.2639412879943848
1754816594.1681654,201500,3.2639412879943848
1754816595.6630507,202000,3.26322078704834
1754816596.4495387,202500,3.2628233432769775
1754816597.2143831,203000,3.2648181915283203
1754816598.5088778,203500,3.254981517791748
1754816600.3363907,204000,3.254981517791748
1754816601.5607586,204500,1.9934037923812866
1754816602.3615115,205000,1.9934037923812866
1754816603.1225746,205500,1.9928021430969238
1754816604.6173952,206000,1.9912267923355103
1754816606.45835,206500,1.8268903493881226
1754816608.5496645,207000,1.8215056657791138
1754816609.6472,207500,1.722422480583191
1754816610.4050813,208000,1.722422480583191
1754816611.1745644,208500,1.711496114730835
1754816612.9785376,209000,1.711496114730835
1754816614.7815127,209500,1.7073159217834473
